HOME_TEAM_WINS,FGP_H,FG3P_H,FTP_H,DREB_H,AST_H,STL_H,BLK_H,RANKING_H
YES,0.44,0.35,0.85,47,20,6,5,0.524
YES,0.49,0.36,0.77,41,22,5,2,0.68
NO,0.43,0.28,0.75,30,25,9,6,0.478
YES,0.5,0.41,0.74,45,26,9,4,0.609
YES,0.6,0.73,0.91,29,29,5,4,0.478
YES,0.4,0.42,0.71,36,20,8,8,0.409
NO,0.39,0.25,0.56,33,17,5,2,0.32
NO,0.46,0.27,1,34,28,11,5,0.8
NO,0.49,0.19,0.75,26,23,10,4,0.208
YES,0.44,0.5,0.71,29,22,11,7,0.5
NO,0.53,0.38,0.68,25,32,10,5,0.48
NO,0.33,0.19,0.79,32,16,10,3,0.619
NO,0.41,0.35,0.75,36,20,4,5,0.32
YES,0.46,0.27,0.83,39,22,10,6,0.583
NO,0.42,0.34,0.4,31,19,7,11,0.391
YES,0.43,0.37,0.69,35,25,11,4,0.545
NO,0.44,0.28,0.81,30,27,9,4,0.167
YES,0.61,0.61,0.85,37,38,12,5,0.48
YES,0.54,0.5,0.65,40,34,6,11,0.52
YES,0.55,0.59,0.65,41,36,12,6,0.5
NO,0.47,0.41,1,34,30,4,4,0.48
YES,0.46,0.34,0.83,42,25,13,4,0.696
NO,0.44,0.34,0.7,29,17,7,2,0.208
YES,0.44,0.25,0.62,38,18,9,6,0.609
NO,0.43,0.42,0.77,35,21,7,4,0.308
YES,0.43,0.28,0.86,36,25,12,3,0.808
YES,0.48,0.36,0.7,36,21,6,3,0.625
NO,0.45,0.32,0.74,35,28,13,4,0.2
YES,0.51,0.25,0.74,35,26,16,4,0.5
YES,0.53,0.34,0.85,39,32,8,6,0.583
YES,0.48,0.33,0.63,43,24,10,6,0.56
YES,0.38,0.37,0.89,35,20,8,9,0.48
NO,0.39,0.18,0.7,39,18,10,3,0.667
NO,0.4,0.24,0.77,38,20,3,7,0.462
YES,0.51,0.42,0.85,39,27,4,7,0.462
NO,0.45,0.24,0.83,32,25,5,5,0.481
NO,0.46,0.41,0.75,38,27,7,4,0.154
YES,0.52,0.48,0.7,34,25,15,6,0.231
NO,0.42,0.25,0.81,32,22,10,3,0.565
NO,0.53,0.38,0.74,28,20,4,0,0.2
YES,0.44,0.31,0.69,44,22,8,2,0.333
NO,0.47,0.31,0.6,31,22,8,2,0.296
NO,0.38,0.25,0.64,29,16,3,2,0.222
YES,0.43,0.36,0.69,42,33,9,11,0.231
YES,0.49,0.4,0.81,30,21,9,3,0.542
NO,0.4,0.2,0.78,27,17,13,7,0.6
NO,0.37,0.24,0.81,36,16,5,8,0.64
YES,0.47,0.3,0.83,39,23,10,9,0.577
YES,0.43,0.27,0.86,37,26,7,8,0.615
YES,0.53,0.48,0.7,37,26,5,5,0.231
NO,0.47,0.5,0.86,33,28,5,2,0.286
NO,0.41,0.34,0.86,34,24,6,11,0.75
NO,0.44,0.31,0.54,30,28,8,5,0.542
YES,0.53,0.36,0.92,36,26,7,7,0.481
YES,0.44,0.42,0.82,46,22,4,4,0.692
YES,0.44,0.41,0.66,32,27,9,5,0.679
NO,0.5,0.36,0.8,30,31,14,8,0.148
YES,0.51,0.32,0.78,29,22,11,6,0.667
YES,0.46,0.44,0.6,34,24,9,7,0.63
YES,0.42,0.44,0.9,35,25,6,5,0.679
YES,0.49,0.31,0.68,37,23,8,5,0.615
YES,0.43,0.29,0.84,43,28,7,4,0.56
NO,0.45,0.29,1,33,16,10,3,0.214
YES,0.51,0.38,0.72,31,25,12,2,0.68
YES,0.54,0.5,0.77,43,29,7,7,0.63
YES,0.49,0.62,0.84,38,28,7,2,0.5
YES,0.49,0.31,0.67,30,22,9,5,0.462
NO,0.44,0.28,0.84,32,25,2,5,0.63
YES,0.47,0.35,0.74,32,22,13,5,0.577
NO,0.55,0.43,0.75,27,31,11,3,0.655
NO,0.51,0.36,0.72,33,25,7,4,0.393
YES,0.41,0.32,0.78,36,21,7,5,0.519
YES,0.53,0.5,0.71,45,29,6,4,0.483
YES,0.47,0.4,0.75,40,31,7,4,0.643
YES,0.58,0.5,0.69,29,34,3,6,0.556
YES,0.47,0.29,0.81,39,19,7,4,0.25
YES,0.46,0.22,0.8,39,29,14,3,0.5
YES,0.41,0.33,0.67,42,19,9,10,0.593
NO,0.48,0.23,0.69,35,28,5,11,0.655
YES,0.41,0.33,0.78,34,23,8,6,0.464
YES,0.4,0.37,0.83,28,20,15,5,0.172
YES,0.58,0.45,0.79,39,25,10,7,0.517
YES,0.49,0.44,0.84,28,24,8,2,0.481
YES,0.48,0.49,0.9,34,28,15,9,0.643
NO,0.47,0.34,0.8,35,33,6,3,0.536
NO,0.41,0.25,0.74,32,17,5,5,0.633
NO,0.42,0.28,0.76,24,21,9,5,0.571
NO,0.4,0.36,0.9,37,24,7,2,0.241
NO,0.47,0.42,0.8,42,38,7,5,0.5
YES,0.51,0.32,0.93,36,29,8,6,0.679
YES,0.51,0.48,0.9,26,29,10,4,0.552
YES,0.52,0.35,0.84,36,34,5,3,0.4
YES,0.49,0.33,0.71,38,25,10,7,0.519
NO,0.44,0.33,0.85,34,18,3,5,0.5
NO,0.53,0.22,0.71,29,20,8,6,0.552
YES,0.47,0.41,0.71,31,26,13,7,0.643
NO,0.42,0.24,0.83,29,22,3,6,0.483
YES,0.46,0.32,0.8,40,30,6,7,0.2
YES,0.47,0.46,0.85,44,18,7,10,0.483
YES,0.56,0.4,0.91,29,34,12,3,0.419
YES,0.51,0.42,0.7,36,30,14,5,0.4
NO,0.41,0.36,0.76,27,26,12,5,0.484
YES,0.46,0.35,0.78,34,28,9,4,0.667
NO,0.47,0.4,0.65,27,28,8,0,0.233
NO,0.42,0.26,0.77,37,22,6,5,0.536
YES,0.42,0.33,0.81,34,21,7,4,0.69
YES,0.48,0.38,0.82,32,24,14,2,0.655
YES,0.44,0.39,0.89,36,23,10,5,0.677
NO,0.44,0.4,0.8,35,25,3,2,0.5
YES,0.56,0.39,0.94,41,28,5,9,0.516
NO,0.4,0.26,0.72,34,15,5,0,0.281
NO,0.51,0.37,0.85,29,27,5,1,0.567
YES,0.5,0.37,0.87,47,37,10,7,0.467
YES,0.37,0.32,0.84,30,16,13,7,0.517
NO,0.4,0.18,0.62,38,21,7,9,0.645
YES,0.56,0.41,0.78,35,33,7,3,0.7
YES,0.48,0.41,0.68,36,27,5,4,0.438
YES,0.47,0.38,0.82,36,23,4,5,0.233
NO,0.44,0.32,0.7,30,21,7,5,0.219
YES,0.51,0.4,0.67,38,24,4,5,0.5
NO,0.44,0.27,0.83,38,22,8,4,0.452
YES,0.4,0.38,0.82,42,30,7,6,0.469
YES,0.41,0.23,0.76,32,20,15,9,0.727
YES,0.47,0.42,0.9,31,16,9,4,0.581
YES,0.51,0.39,0.8,39,26,11,3,0.7
YES,0.53,0.5,0.88,42,31,6,4,0.636
NO,0.42,0.38,0.67,33,28,7,5,0.516
NO,0.45,0.38,0.86,28,26,13,15,0.6
NO,0.38,0.39,0.59,22,19,5,3,0.467
YES,0.55,0.47,0.76,33,30,8,2,0.533
YES,0.57,0.3,0.81,29,26,5,5,0.581
YES,0.39,0.23,0.59,41,22,6,4,0.467
NO,0.49,0.3,0.71,31,20,8,3,0.265
YES,0.53,0.29,0.81,31,21,9,5,0.735
YES,0.44,0.5,0.71,32,19,7,5,0.516
NO,0.46,0.52,0.71,30,28,5,3,0.441
YES,0.38,0.37,0.72,30,25,10,5,0.531
NO,0.38,0.29,0.75,27,22,13,3,0.581
YES,0.53,0.58,0.72,39,36,7,3,0.545
YES,0.47,0.25,0.72,40,28,7,4,0.594
YES,0.44,0.29,0.73,41,23,5,6,0.242
NO,0.4,0.31,0.56,29,17,8,6,0.563
YES,0.46,0.35,0.94,39,34,7,7,0.667
YES,0.58,0.5,0.94,43,28,7,5,0.594
YES,0.38,0.31,0.7,46,22,9,3,0.484
NO,0.45,0.32,0.61,34,35,12,4,0.471
YES,0.5,0.36,0.89,36,40,6,5,0.394
YES,0.39,0.35,0.71,39,22,4,3,0.531
YES,0.54,0.33,0.74,49,33,10,7,0.647
NO,0.41,0.34,0.63,36,21,6,9,0.484
YES,0.5,0.33,0.8,36,30,8,4,0.594
NO,0.45,0.3,0.64,24,11,5,2,0.235
YES,0.47,0.29,0.71,46,29,5,6,0.576
YES,0.45,0.35,0.86,31,22,9,7,0.676
NO,0.49,0.33,0.68,35,27,6,8,0.576
NO,0.41,0.36,0.72,28,15,4,5,0.438
NO,0.48,0.36,0.77,36,17,4,10,0.656
YES,0.42,0.45,0.73,38,26,9,4,0.545
YES,0.47,0.37,0.64,35,25,7,4,0.457
YES,0.44,0.3,0.83,41,24,12,6,0.647
NO,0.41,0.25,0.76,30,28,5,1,0.657
NO,0.36,0.28,0.81,42,17,4,3,0.257
YES,0.45,0.32,0.65,37,18,9,4,0.545
YES,0.42,0.34,0.85,42,21,8,4,0.606
YES,0.55,0.45,0.52,40,20,7,10,0.486
YES,0.49,0.4,0.72,47,31,8,7,0.472
YES,0.5,0.23,0.75,31,22,7,9,0.529
YES,0.47,0.31,0.77,43,29,6,4,0.543
NO,0.51,0.47,0.78,30,33,8,6,0.273
NO,0.41,0.26,0.62,33,22,6,5,0.257
YES,0.48,0.34,0.84,38,23,3,13,0.485
NO,0.46,0.39,0.82,31,20,11,2,0.424
YES,0.5,0.43,0.83,36,23,7,6,0.588
NO,0.52,0.41,0.5,29,28,10,6,0.485
YES,0.46,0.38,0.95,35,25,8,4,0.5
YES,0.48,0.4,0.77,39,17,4,4,0.559
YES,0.45,0.34,0.81,32,25,10,5,0.543
YES,0.45,0.34,0.81,46,20,4,11,0.706
NO,0.38,0.31,0.74,32,19,11,1,0.472
NO,0.42,0.3,0.4,45,36,10,9,0.639
NO,0.45,0.34,0.55,31,28,14,9,0.457
YES,0.41,0.33,0.7,37,19,4,8,0.5
NO,0.4,0.3,0.83,32,22,7,6,0.361
YES,0.53,0.32,0.75,35,29,8,5,0.5
YES,0.46,0.17,0.81,29,22,7,4,0.444
YES,0.61,0.26,0.7,36,33,11,5,0.667
NO,0.41,0.37,0.69,42,23,5,2,0.556
NO,0.43,0.31,0.94,27,22,12,7,0.25
YES,0.46,0.34,0.82,36,29,5,4,0.667
YES,0.47,0.35,0.86,49,29,3,8,0.441
YES,0.49,0.41,0.88,34,30,6,5,0.714
NO,0.47,0.27,0.83,28,24,11,2,0.514
YES,0.52,0.35,0.88,33,35,8,6,0.378
YES,0.44,0.27,0.6,36,27,7,4,0.314
NO,0.54,0.38,0.64,25,29,15,5,0.243
NO,0.43,0.29,0.82,35,18,6,4,0.556
NO,0.45,0.32,0.76,37,25,7,5,0.432
YES,0.55,0.44,0.79,45,30,8,6,0.486
NO,0.44,0.45,0.79,33,22,9,2,0.583
YES,0.37,0.27,0.9,35,17,5,8,0.711
YES,0.47,0.29,0.92,36,21,7,4,0.457
NO,0.41,0.33,0.79,35,19,8,6,0.486
YES,0.46,0.36,0.77,40,21,8,3,0.486
YES,0.59,0.55,0.76,52,28,2,2,0.568
YES,0.48,0.34,0.6,38,30,7,5,0.568
YES,0.5,0.46,0.72,31,29,13,6,0.676
YES,0.49,0.54,0.89,35,27,6,4,0.553
YES,0.45,0.25,0.69,35,22,13,3,0.639
NO,0.44,0.35,0.87,31,20,7,3,0.237
YES,0.44,0.44,0.73,39,19,5,4,0.583
YES,0.52,0.56,0.9,33,28,3,2,0.447
YES,0.49,0.46,0.91,40,29,8,1,0.5
YES,0.59,0.37,0.65,38,28,7,6,0.722
YES,0.46,0.35,0.65,37,36,7,6,0.686
NO,0.46,0.2,0.71,29,18,12,0,0.568
NO,0.38,0.33,0.75,39,24,13,4,0.514
YES,0.55,0.35,0.71,40,18,4,6,0.718
YES,0.47,0.38,0.74,38,29,10,2,0.395
NO,0.36,0.19,0.74,34,23,4,3,0.486
NO,0.46,0.22,0.86,36,21,2,5,0.486
NO,0.45,0.42,0.85,20,23,8,3,0.211
YES,0.59,0.4,0.87,30,34,10,9,0.595
YES,0.51,0.52,0.76,31,27,7,5,0.462
NO,0.42,0.26,0.59,46,24,8,9,0.553
NO,0.42,0.35,0.62,27,18,8,0,0.263
NO,0.45,0.32,0.83,24,22,10,3,0.231
NO,0.5,0.42,0.67,26,25,5,3,0.5
NO,0.52,0.38,0.93,38,33,8,6,0.641
YES,0.55,0.48,0.9,36,32,7,0,0.564
YES,0.55,0.35,0.71,42,36,11,8,0.73
NO,0.45,0.21,0.73,32,23,9,5,0.474
YES,0.44,0.47,0.82,39,35,12,4,0.605
NO,0.52,0.43,0.77,32,30,10,2,0.256
NO,0.53,0.47,0.74,18,24,13,9,0.225
NO,0.44,0.3,0.75,43,23,4,7,0.538
NO,0.43,0.29,0.86,39,30,6,5,0.564
YES,0.52,0.35,0.74,44,29,6,2,0.462
NO,0.39,0.52,0.94,32,14,6,1,0.205
YES,0.48,0.31,0.72,37,28,7,6,0.514
YES,0.46,0.36,0.75,29,30,10,6,0.703
YES,0.47,0.23,0.67,41,31,7,5,0.65
NO,0.47,0.56,0.79,29,34,12,0,0.487
YES,0.46,0.32,0.75,30,27,7,2,0.575
YES,0.49,0.32,0.83,40,26,10,3,0.575
NO,0.41,0.36,0.78,24,22,12,3,0.2
NO,0.49,0.38,0.81,34,29,9,2,0.711
NO,0.48,0.44,0.8,39,18,7,2,0.459
NO,0.47,0.39,0.73,33,20,6,4,0.25
NO,0.52,0.4,0.89,33,23,8,4,0.22
YES,0.52,0.52,0.94,33,30,9,4,0.714
YES,0.46,0.34,0.71,42,24,10,9,0.475
YES,0.47,0.42,0.77,45,25,7,2,0.308
YES,0.43,0.36,0.78,42,20,5,5,0.59
NO,0.43,0.4,0.63,34,22,8,3,0.641
YES,0.51,0.38,0.83,37,37,13,2,0.615
YES,0.5,0.47,0.79,30,28,8,3,0.59
NO,0.42,0.27,0.71,38,12,10,7,0.45
YES,0.56,0.35,0.69,35,27,13,4,0.463
YES,0.47,0.35,0.69,39,25,7,5,0.585
YES,0.46,0.29,0.55,48,24,11,4,0.5
NO,0.49,0.28,0.82,28,22,5,2,0.447
YES,0.47,0.36,0.81,36,27,10,6,0.718
YES,0.46,0.31,0.74,33,26,18,7,0.721
YES,0.52,0.47,0.86,38,28,6,11,0.6
NO,0.46,0.26,0.6,29,24,9,8,0.487
NO,0.54,0.45,0.87,27,24,4,3,0.195
NO,0.51,0.4,0.73,33,22,4,5,0.625
YES,0.51,0.31,0.83,34,36,9,10,0.659
YES,0.51,0.4,0.79,28,31,18,7,0.238
YES,0.56,0.52,0.68,36,39,10,2,0.659
YES,0.45,0.33,0.77,36,21,10,9,0.488
YES,0.57,0.42,0.9,37,28,6,7,0.595
YES,0.55,0.41,0.92,33,33,7,7,0.476
YES,0.56,0.35,0.72,38,30,5,6,0.548
YES,0.57,0.44,0.88,39,32,7,7,0.625
NO,0.38,0.38,0.84,32,19,4,7,0.575
YES,0.49,0.36,0.86,40,24,5,3,0.5
YES,0.54,0.48,0.76,28,26,16,2,0.405
YES,0.43,0.35,0.71,34,21,7,5,0.463
YES,0.41,0.24,0.7,43,22,6,8,0.463
YES,0.48,0.46,0.62,41,33,7,4,0.5
YES,0.51,0.41,0.75,36,29,7,8,0.5
YES,0.51,0.39,0.77,38,29,7,8,0.7
YES,0.57,0.84,0.9,38,38,8,10,0.581
NO,0.52,0.33,0.74,19,31,13,4,0.628
YES,0.46,0.31,0.62,42,32,10,4,0.727
YES,0.56,0.38,0.89,40,31,10,16,0.605
YES,0.58,0.46,0.85,38,38,6,8,0.667
YES,0.52,0.38,0.91,37,28,8,9,0.585
NO,0.46,0.42,0.85,36,27,5,10,0.476
NO,0.44,0.36,0.88,29,22,8,5,0.238
YES,0.4,0.36,0.69,50,24,9,9,0.512
YES,0.49,0.55,0.75,37,28,10,3,0.419
YES,0.43,0.29,0.92,41,21,2,5,0.429
YES,0.41,0.38,0.67,37,27,8,5,0.512
YES,0.43,0.36,0.72,42,23,6,11,0.523
YES,0.41,0.31,0.72,35,29,11,9,0.25
NO,0.49,0.5,0.79,32,25,7,5,0.571
YES,0.5,0.48,0.71,28,25,7,4,0.512
YES,0.43,0.28,0.79,35,23,7,5,0.488
YES,0.46,0.48,0.86,40,27,10,5,0.619
NO,0.4,0.21,0.59,38,21,4,5,0.523
NO,0.42,0.42,0.76,33,21,5,4,0.465
YES,0.48,0.38,0.89,33,25,6,2,0.442
NO,0.41,0.32,0.8,36,19,3,5,0.302
NO,0.43,0.32,0.7,27,24,8,5,0.233
YES,0.56,0.41,0.85,31,21,5,0,0.69
NO,0.46,0.43,0.61,34,36,11,7,0.409
YES,0.43,0.34,0.88,42,18,5,7,0.489
NO,0.46,0.35,0.83,33,21,4,6,0.556
YES,0.39,0.32,0.72,44,20,5,3,0.533
YES,0.44,0.38,0.91,29,17,12,3,0.581
NO,0.48,0.5,0.71,42,34,4,7,0.558
YES,0.49,0.38,0.79,37,24,6,6,0.523
YES,0.46,0.31,0.68,38,21,7,4,0.533
NO,0.46,0.41,0.81,27,30,4,3,0.674
YES,0.5,0.44,0.61,46,35,8,6,0.721
YES,0.6,0.49,0.86,46,40,6,11,0.644
YES,0.62,0.49,0.75,34,36,8,4,0.318
YES,0.52,0.48,0.75,43,31,11,7,0.674
NO,0.43,0.33,0.85,37,18,7,8,0.568
YES,0.53,0.55,0.83,34,28,1,6,0.587
NO,0.39,0.32,0.68,35,29,11,9,0.432
YES,0.48,0.49,0.81,47,33,8,5,0.689
YES,0.48,0.4,0.8,33,26,4,4,0.442
NO,0.43,0.36,0.75,29,22,6,3,0.455
YES,0.5,0.47,0.85,35,32,7,6,0.591
NO,0.46,0.45,0.64,30,24,8,1,0.545
YES,0.52,0.5,0.75,32,34,6,2,0.682
NO,0.39,0.41,0.67,29,31,10,4,0.591
YES,0.43,0.26,0.7,36,23,9,2,0.422
NO,0.4,0.31,0.75,28,23,9,3,0.659
YES,0.5,0.25,0.72,30,27,8,8,0.723
YES,0.45,0.29,0.86,34,21,11,4,0.477
NO,0.5,0.38,0.79,37,26,5,6,0.422
YES,0.52,0.35,0.93,40,33,6,5,0.553
NO,0.36,0.16,0.8,40,11,6,4,0.533
YES,0.51,0.45,0.77,42,29,5,9,0.6
YES,0.43,0.39,0.83,34,23,7,2,0.455
YES,0.47,0.32,0.81,35,30,8,3,0.596
NO,0.44,0.27,0.84,34,21,5,3,0.467
NO,0.43,0.29,0.93,36,28,8,6,0.311
YES,0.56,0.41,0.82,31,33,7,2,0.689
YES,0.49,0.33,0.79,34,23,6,4,0.667
YES,0.42,0.37,0.81,27,23,9,4,0.578
YES,0.49,0.47,0.88,29,31,19,8,0.729
NO,0.39,0.44,0.81,31,19,9,1,0.217
NO,0.47,0.44,0.67,27,31,5,3,0.413
NO,0.47,0.34,0.72,35,28,6,7,0.638
YES,0.55,0.47,0.85,39,31,5,8,0.489
NO,0.44,0.34,0.76,33,21,6,2,0.444
YES,0.47,0.52,1,39,34,10,7,0.674
NO,0.46,0.42,0.53,41,21,6,8,0.563
YES,0.43,0.25,0.8,33,22,8,4,0.478
NO,0.36,0.22,0.69,27,16,8,4,0.188
YES,0.46,0.38,0.91,43,21,9,7,0.739
YES,0.46,0.35,0.78,40,24,7,6,0.435
NO,0.5,0.25,0.58,35,20,1,4,0.521
YES,0.49,0.35,0.82,45,21,9,14,0.646
YES,0.49,0.4,0.9,28,26,13,7,0.617
NO,0.38,0.26,0.59,25,21,10,1,0.404
NO,0.45,0.3,0.75,25,25,8,3,0.222
NO,0.45,0.3,0.7,35,23,5,3,0.304
NO,0.4,0.21,0.81,35,21,5,8,0.542
YES,0.5,0.37,0.83,44,25,9,4,0.521
YES,0.47,0.29,0.69,39,21,5,6,0.447
NO,0.43,0.21,0.56,29,23,6,9,0.224
YES,0.51,0.48,0.79,28,26,16,4,0.617
YES,0.44,0.4,0.69,34,25,7,5,0.735
NO,0.44,0.31,0.85,30,20,7,6,0.229
NO,0.47,0.29,0.92,32,25,8,3,0.396
YES,0.52,0.48,0.91,34,25,12,5,0.625
YES,0.43,0.41,0.7,28,28,7,7,0.551
NO,0.46,0.27,0.44,41,20,3,9,0.458
NO,0.46,0.37,0.83,38,15,5,7,0.217
NO,0.47,0.29,0.59,28,23,3,3,0.478
YES,0.48,0.31,0.78,33,20,7,2,0.531
YES,0.51,0.47,0.79,29,35,9,5,0.653
YES,0.43,0.35,0.84,36,27,6,7,0.681
NO,0.46,0.36,0.71,27,29,7,2,0.426
NO,0.51,0.29,0.64,30,28,5,5,0.51
YES,0.5,0.44,0.5,43,33,8,2,0.625
NO,0.41,0.34,0.78,30,19,9,4,0.22
YES,0.46,0.19,0.87,40,17,9,6,0.745
YES,0.46,0.39,0.6,34,24,8,6,0.458
NO,0.39,0.29,0.92,37,20,11,5,0.224
NO,0.44,0.33,0.77,33,23,8,2,0.18
YES,0.39,0.32,0.76,31,25,9,8,0.56
YES,0.4,0.27,0.68,42,19,5,2,0.54
YES,0.5,0.42,0.79,41,26,9,1,0.681
NO,0.42,0.3,0.81,35,22,13,5,0.388
YES,0.45,0.22,0.88,28,17,11,5,0.583
NO,0.45,0.21,0.67,39,24,3,4,0.408
YES,0.5,0.37,0.9,36,26,8,7,0.608
NO,0.41,0.38,0.93,34,23,6,4,0.612
YES,0.49,0.32,0.68,28,29,8,5,0.4
YES,0.51,0.33,0.76,40,27,4,4,0.688
NO,0.47,0.26,0.71,31,26,6,6,0.44
NO,0.44,0.35,0.82,39,22,5,8,0.22
NO,0.43,0.27,0.75,31,22,13,3,0.208
YES,0.47,0.5,0.56,41,29,5,10,0.633
YES,0.48,0.33,0.71,36,20,8,7,0.592
YES,0.53,0.43,0.67,27,28,8,10,0.52
YES,0.48,0.38,0.93,38,35,6,1,0.56
NO,0.49,0.31,0.68,36,25,5,2,0.449
NO,0.48,0.47,0.87,30,22,7,4,0.48
YES,0.57,0.47,0.86,42,31,6,4,0.569
NO,0.48,0.37,0.93,25,27,10,4,0.549
YES,0.45,0.32,0.9,36,29,11,16,0.62
NO,0.45,0.28,0.68,33,26,5,7,0.392
NO,0.43,0.4,0.8,28,29,4,5,0.653
YES,0.41,0.32,0.75,38,25,4,10,0.49
YES,0.45,0.29,0.7,36,25,11,2,0.538
NO,0.47,0.32,0.75,29,29,8,3,0.429
NO,0.4,0.34,0.71,30,22,11,5,0.58
NO,0.43,0.34,0.83,35,26,4,5,0.392
NO,0.47,0.3,0.75,35,26,7,4,0.51
YES,0.47,0.44,0.85,22,29,9,4,0.577
YES,0.54,0.44,0.46,41,30,3,2,0.212
YES,0.55,0.31,0.76,38,36,7,2,0.51
YES,0.56,0.41,0.88,41,34,10,7,0.627
NO,0.38,0.29,0.69,32,22,6,2,0.49
NO,0.41,0.23,0.71,29,16,10,5,0.2
NO,0.42,0.42,0.77,40,27,4,4,0.442
YES,0.53,0.43,0.62,33,27,8,4,0.431
YES,0.39,0.23,0.77,30,25,12,3,0.49
YES,0.53,0.5,0.87,35,28,7,5,0.615
YES,0.4,0.36,0.86,37,23,6,3,0.585
YES,0.38,0.27,0.78,37,21,5,5,0.44
YES,0.46,0.44,0.91,39,25,4,5,0.404
NO,0.44,0.33,0.54,39,26,11,8,0.538
NO,0.4,0.26,0.85,31,16,9,4,0.698
NO,0.47,0.29,0.69,28,30,13,7,0.706
YES,0.53,0.34,0.8,40,31,4,6,0.566
NO,0.45,0.29,1,40,21,2,2,0.196
YES,0.62,0.45,0.87,26,37,7,4,0.706
YES,0.44,0.41,0.86,34,15,6,7,0.49
NO,0.45,0.31,0.64,36,28,7,2,0.48
NO,0.47,0.38,0.56,27,31,15,5,0.204
YES,0.44,0.37,0.83,42,25,11,8,0.415
YES,0.52,0.44,0.86,27,25,6,2,0.5
NO,0.4,0.17,0.79,33,20,7,2,0.208
NO,0.47,0.32,0.69,33,27,6,4,0.481
NO,0.36,0.27,0.69,37,19,8,9,0.556
NO,0.42,0.3,0.73,33,21,8,4,0.471
NO,0.42,0.4,0.7,31,21,6,4,0.431
YES,0.47,0.32,0.95,37,31,4,9,0.712
NO,0.46,0.3,0.73,34,28,6,6,0.423
YES,0.48,0.39,0.89,40,29,5,2,0.593
YES,0.46,0.37,0.83,38,22,9,2,0.519
YES,0.46,0.27,0.84,40,21,10,5,0.704
NO,0.38,0.3,0.73,39,20,4,6,0.192
YES,0.59,0.38,0.76,33,36,8,6,0.642
NO,0.49,0.32,0.72,27,34,5,8,0.415
YES,0.55,0.43,0.85,37,32,8,8,0.442
NO,0.54,0.28,0.72,29,29,9,1,0.2
NO,0.43,0.24,0.83,42,26,6,4,0.426
NO,0.32,0.12,0.82,40,23,5,9,0.509
YES,0.56,0.41,0.61,40,26,5,5,0.528
NO,0.42,0.27,0.88,32,21,6,0,0.204
NO,0.4,0.27,0.73,31,17,5,4,0.189
NO,0.42,0.36,0.85,33,19,8,9,0.491
YES,0.57,0.56,0.62,30,37,11,7,0.648
NO,0.45,0.38,0.75,26,30,6,2,0.604
YES,0.42,0.44,0.72,27,18,11,6,0.4
YES,0.5,0.43,0.73,41,25,11,2,0.642
NO,0.44,0.29,0.93,29,20,8,3,0.63
YES,0.4,0.31,0.71,42,25,8,5,0.472
YES,0.51,0.56,0.73,35,36,9,5,0.518
NO,0.43,0.33,0.6,34,21,5,6,0.519
NO,0.49,0.44,0.74,27,27,8,6,0.222
YES,0.5,0.39,0.66,31,29,13,5,0.564
YES,0.58,0.47,0.71,38,42,14,5,0.717
YES,0.6,0.63,0.65,26,33,15,3,0.755
YES,0.56,0.41,0.82,35,26,15,12,0.655
NO,0.49,0.42,1,37,35,7,5,0.636
YES,0.48,0.39,0.64,33,29,17,2,0.648
YES,0.54,0.42,0.91,31,23,5,7,0.418
YES,0.54,0.35,1,29,26,11,4,0.611
NO,0.45,0.46,0.52,34,25,5,3,0.333
NO,0.41,0.32,0.94,27,26,9,1,0.509
YES,0.5,0.34,0.94,38,35,10,4,0.418
YES,0.5,0.45,0.91,35,23,7,5,0.636
NO,0.39,0.19,0.77,29,23,12,1,0.193
YES,0.41,0.35,0.76,36,18,11,5,0.527
NO,0.41,0.42,0.65,28,23,6,5,0.463
YES,0.47,0.3,0.96,37,27,11,7,0.446
YES,0.49,0.43,0.79,35,24,3,6,0.463
NO,0.53,0.42,0.74,26,26,10,3,0.327
YES,0.54,0.35,0.6,37,31,8,5,0.661
NO,0.42,0.35,0.81,37,21,9,3,0.625
YES,0.43,0.28,0.83,35,27,6,2,0.404
NO,0.43,0.36,0.73,32,18,10,7,0.582
NO,0.33,0.17,0.83,39,18,5,8,0.745
YES,0.52,0.39,0.75,43,29,7,3,0.571
NO,0.41,0.4,0.58,42,22,9,4,0.182
NO,0.51,0.26,0.75,31,28,7,5,0.232
YES,0.58,0.5,0.86,35,33,10,3,0.643
YES,0.54,0.36,0.73,29,28,8,5,0.727
NO,0.46,0.41,0.84,28,27,5,6,0.321
YES,0.45,0.29,0.73,38,26,12,11,0.536
YES,0.41,0.32,0.78,28,20,6,3,0.473
YES,0.54,0.29,0.9,35,32,12,3,0.724
YES,0.51,0.32,0.88,34,25,3,3,0.667
YES,0.47,0.38,0.87,29,28,13,5,0.589
YES,0.52,0.33,0.83,28,28,14,1,0.464
YES,0.43,0.43,0.85,35,27,7,6,0.679
NO,0.39,0.32,0.89,36,24,8,2,0.228
YES,0.4,0.32,0.89,39,20,6,2,0.211
YES,0.48,0.46,0.76,38,23,9,7,0.661
YES,0.52,0.42,0.86,38,25,6,2,0.473
NO,0.49,0.33,0.71,37,21,4,3,0.632
YES,0.43,0.38,0.81,41,29,8,6,0.333
NO,0.38,0.34,0.75,34,21,5,8,0.431
NO,0.49,0.33,0.69,40,25,5,6,0.397
YES,0.49,0.32,0.67,35,29,12,7,0.732
