HOME_TEAM_WINS,FGP_H,FG3P_H,FTP_H,DREB_H,AST_H,STL_H,BLK_H,RANKING_H
NO,0.42,0.45,0.56,32,25,13,2,0.571
YES,0.43,0.27,0.94,37,30,9,10,0.618
YES,0.54,0.39,0.58,31,24,7,5,0.566
NO,0.51,0.3,0.72,41,33,5,3,0.44
NO,0.44,0.39,0.71,40,22,5,5,0.303
YES,0.48,0.42,0.73,36,22,6,2,0.605
NO,0.36,0.23,0.67,44,24,9,4,0.276
YES,0.43,0.37,0.69,31,22,9,7,0.816
NO,0.45,0.41,0.76,41,19,6,6,0.532
YES,0.45,0.46,0.75,33,30,11,4,0.553
NO,0.47,0.45,0.83,31,31,4,1,0.351
NO,0.41,0.29,0.84,36,27,5,6,0.312
YES,0.45,0.41,0.85,33,19,6,3,0.697
YES,0.41,0.42,0.74,40,21,7,1,0.61
NO,0.43,0.28,0.67,34,23,5,5,0.325
YES,0.49,0.35,0.67,40,19,8,8,0.584
NO,0.51,0.36,0.79,24,24,6,6,0.532
YES,0.46,0.32,0.92,35,28,9,2,0.623
YES,0.44,0.31,0.8,40,27,2,8,0.545
NO,0.46,0.34,0.74,37,28,13,3,0.558
YES,0.48,0.31,1,47,33,0,3,0.286
NO,0.4,0.3,0.79,31,17,8,7,0.436
YES,0.54,0.46,0.89,38,31,10,7,0.727
NO,0.4,0.22,0.64,37,18,5,6,0.434
NO,0.42,0.33,0.93,25,19,10,1,0.564
YES,0.52,0.53,0.69,34,30,7,1,0.338
YES,0.45,0.24,0.85,35,22,10,8,0.538
YES,0.55,0.43,0.67,48,28,10,10,0.61
YES,0.54,0.25,0.71,32,27,6,5,0.538
YES,0.46,0.44,0.72,33,26,9,4,0.346
NO,0.38,0.24,0.76,36,13,8,3,0.57
YES,0.46,0.31,0.75,36,31,10,8,0.551
YES,0.48,0.42,0.63,33,29,10,5,0.577
NO,0.35,0.15,0.75,35,17,5,9,0.346
YES,0.46,0.39,0.7,35,27,8,5,0.308
YES,0.45,0.35,0.64,46,18,6,5,0.253
YES,0.45,0.31,0.79,35,21,8,2,0.538
YES,0.49,0.43,0.88,40,18,8,6,0.615
YES,0.51,0.35,0.67,36,26,13,3,0.808
YES,0.43,0.3,0.75,36,23,10,6,0.718
YES,0.45,0.28,0.7,35,27,4,10,0.308
YES,0.52,0.44,0.89,37,32,14,7,0.564
NO,0.37,0.3,0.65,38,20,5,6,0.278
NO,0.44,0.44,0.61,33,30,4,5,0.474
YES,0.55,0.54,0.83,40,32,4,3,0.436
NO,0.44,0.25,0.8,29,21,12,2,0.532
YES,0.54,0.52,0.73,34,32,11,3,0.595
YES,0.53,0.37,0.68,28,27,7,8,0.582
YES,0.39,0.31,0.86,34,21,3,7,0.557
YES,0.47,0.35,0.62,32,16,10,5,0.81
YES,0.55,0.48,0.79,30,26,10,3,0.62
NO,0.4,0.36,0.78,36,18,8,4,0.525
NO,0.45,0.39,0.54,24,27,2,3,0.304
YES,0.56,0.41,0.41,40,35,9,6,0.684
YES,0.5,0.36,0.86,33,35,11,7,0.62
YES,0.5,0.4,0.53,43,24,6,4,0.481
YES,0.43,0.3,0.69,43,27,9,8,0.722
YES,0.51,0.49,0.67,42,33,7,5,0.354
NO,0.39,0.33,0.81,40,16,3,2,0.43
NO,0.39,0.27,0.77,36,20,8,4,0.25
NO,0.44,0.25,0.72,26,20,7,7,0.266
NO,0.41,0.21,0.86,35,16,8,1,0.338
NO,0.49,0.35,0.68,23,25,6,0,0.525
NO,0.43,0.43,1,31,30,3,7,0.35
NO,0.54,0.45,0.64,34,31,3,0,0.713
NO,0.47,0.38,0.7,35,23,7,5,0.8
YES,0.56,0.33,0.71,32,21,12,3,0.575
NO,0.51,0.39,0.65,31,33,9,6,0.675
YES,0.51,0.3,0.64,43,32,9,4,0.625
YES,0.58,0.48,0.75,35,36,11,4,0.275
NO,0.42,0.29,0.75,36,24,4,0,0.247
NO,0.5,0.37,0.87,31,27,6,3,0.432
YES,0.5,0.42,0.71,41,28,8,5,0.725
NO,0.4,0.2,0.82,32,20,8,4,0.425
YES,0.5,0.43,0.93,32,32,8,10,0.346
NO,0.53,0.37,0.5,29,26,4,7,0.346
YES,0.48,0.32,0.85,34,27,10,7,0.568
NO,0.46,0.12,0.42,44,29,6,6,0.519
NO,0.46,0.23,0.57,35,21,6,4,0.531
YES,0.43,0.35,0.83,44,26,13,2,0.543
YES,0.37,0.23,0.77,42,22,7,5,0.568
YES,0.41,0.22,0.83,34,18,6,6,0.58
NO,0.45,0.3,0.76,29,22,7,2,0.469
YES,0.49,0.5,0.8,41,32,8,3,0.531
NO,0.4,0.26,0.62,40,22,3,4,0.585
YES,0.53,0.37,0.77,42,25,10,6,0.593
NO,0.42,0.28,0.87,38,22,14,4,0.42
NO,0.42,0.35,0.69,31,27,10,3,0.293
NO,0.38,0.24,0.68,22,20,8,1,0.293
YES,0.45,0.25,0.8,42,22,6,6,0.671
YES,0.47,0.39,0.76,32,24,10,2,0.573
NO,0.37,0.32,0.67,28,21,8,1,0.329
YES,0.48,0.27,0.65,42,22,6,3,0.329
NO,0.49,0.33,0.43,33,27,8,1,0.512
YES,0.55,0.47,0.72,37,32,8,3,0.585
YES,0.5,0.42,0.73,40,35,15,7,0.634
NO,0.39,0.25,0.64,31,15,9,3,0.61
YES,0.59,0.26,0.68,40,30,11,5,0.585
YES,0.43,0.42,0.65,37,26,8,7,0.537
YES,0.46,0.38,0.69,39,19,9,9,0.598
YES,0.43,0.41,0.81,36,20,6,7,0.305
YES,0.47,0.64,0.76,33,34,9,4,0.634
NO,0.38,0.31,0.75,37,17,10,6,0.598
YES,0.54,0.45,0.68,41,32,6,6,0.707
YES,0.53,0.53,0.8,33,26,6,7,0.72
NO,0.38,0.24,0.6,37,21,7,4,0.61
YES,0.41,0.42,0.89,34,20,8,5,0.671
YES,0.47,0.27,0.7,29,15,8,8,0.793
YES,0.48,0.48,0.87,37,16,8,5,0.585
NO,0.42,0.19,0.73,32,22,7,5,0.634
YES,0.53,0.48,0.95,33,32,5,5,0.707
YES,0.53,0.42,0.61,29,24,10,6,0.671
NO,0.45,0.38,0.8,32,20,5,4,0.598
YES,0.52,0.37,0.82,39,24,5,8,0.72
YES,0.51,0.39,0.68,24,15,8,2,0.61
YES,0.36,0.31,0.76,42,22,8,9,0.793
NO,0.4,0.31,0.67,36,22,11,4,0.585
NO,0.43,0.21,0.8,31,19,8,5,0.573
NO,0.45,0.48,0.74,30,26,7,9,0.537
YES,0.53,0.41,0.84,32,27,16,4,0.585
YES,0.57,0.48,0.67,30,28,8,12,0.537
YES,0.47,0.31,0.8,30,17,8,3,0.585
YES,0.55,0.43,0.9,32,29,10,8,0.524
YES,0.5,0.56,0.73,33,29,9,3,0.573
YES,0.52,0.38,0.67,35,24,12,5,0.585
NO,0.44,0.37,0.52,30,21,18,4,0.537
YES,0.58,0.36,0.82,36,28,5,6,0.585
YES,0.52,0.43,0.75,34,24,7,14,0.537
NO,0.43,0.36,0.62,36,25,7,5,0.585
YES,0.46,0.54,0.74,27,20,6,4,0.573
YES,0.46,0.41,0.68,31,23,10,8,0.524
NO,0.46,0.36,0.61,38,23,4,1,0.573
YES,0.45,0.35,0.7,39,21,7,7,0.585
YES,0.42,0.25,0.81,44,27,7,2,0.634
YES,0.42,0.32,0.75,45,22,7,7,0.671
YES,0.45,0.19,0.8,39,25,5,5,0.707
YES,0.41,0.31,0.96,27,16,6,3,0.61
YES,0.51,0.41,0.74,32,29,3,5,0.793
YES,0.44,0.43,0.83,37,13,9,3,0.585
YES,0.46,0.44,0.75,29,26,9,5,0.72
YES,0.51,0.31,0.62,41,19,6,3,0.537
YES,0.56,0.5,0.57,36,27,9,1,0.585
YES,0.45,0.38,0.52,29,16,9,5,0.585
NO,0.41,0.36,0.95,31,12,3,5,0.524
YES,0.54,0.35,0.62,31,28,9,4,0.671
YES,0.48,0.41,0.75,44,33,8,10,0.707
YES,0.43,0.34,0.78,29,18,6,4,0.61
YES,0.45,0.53,0.79,35,18,10,5,0.793
YES,0.48,0.49,0.95,31,27,4,4,0.671
NO,0.43,0.32,0.81,35,26,2,6,0.72
YES,0.47,0.32,0.81,42,36,10,8,0.707
NO,0.4,0.27,0.81,38,22,11,7,0.793
NO,0.54,0.4,0.91,30,26,2,2,0.72
YES,0.45,0.42,0.79,36,23,7,3,0.671
YES,0.5,0.45,0.75,44,36,7,3,0.585
NO,0.42,0.38,0.73,38,17,3,4,0.585
NO,0.39,0.3,0.72,37,23,8,5,0.634
YES,0.48,0.36,0.8,30,18,7,4,0.61
NO,0.36,0.15,0.8,41,17,7,4,0.585
NO,0.39,0.24,0.8,37,16,8,5,0.585
YES,0.4,0.27,0.77,37,24,6,3,0.634
YES,0.6,0.46,0.8,31,29,9,5,0.61
YES,0.48,0.26,0.83,41,35,10,2,0.707
YES,0.48,0.46,0.82,34,21,10,8,0.793
YES,0.45,0.35,0.76,26,18,12,3,0.671
YES,0.51,0.37,0.85,42,27,6,4,0.671
NO,0.46,0.35,0.71,35,18,5,3,0.793
YES,0.43,0.32,0.85,35,24,8,2,0.671
YES,0.51,0.38,0.78,37,23,8,1,0.793
YES,0.49,0.5,0.83,37,23,9,3,0.61
YES,0.52,0.41,0.94,38,20,11,7,0.707
YES,0.51,0.35,0.72,38,15,6,8,0.61
NO,0.39,0.33,0.93,33,14,6,3,0.707
YES,0.36,0.33,0.91,38,18,10,6,0.671
YES,0.37,0.3,0.84,32,12,10,3,0.793
YES,0.47,0.39,0.82,29,16,8,9,0.61
YES,0.49,0.42,0.68,34,26,11,10,0.707
NO,0.34,0.18,0.74,31,18,6,0,0.671
NO,0.4,0.16,0.59,27,17,13,3,0.793
YES,0.51,0.36,0.95,34,31,10,6,0.707
YES,0.57,0.42,0.62,34,28,3,8,0.707
NO,0.43,0.29,0.76,32,20,6,4,0.61
NO,0.34,0.3,0.68,27,21,5,5,0.61
YES,0.44,0.27,0.94,41,28,7,7,1
YES,0.43,0.3,0.71,43,21,7,5,1
YES,0.45,0.36,0.77,36,21,12,6,1
YES,0.42,0.25,0.86,32,21,5,5,1
YES,0.49,0.42,0.6,35,21,6,7,1
YES,0.54,0.56,0.88,38,35,5,2,1
NO,0.4,0.29,0.83,38,21,3,9,0
YES,0.57,0.38,0.54,44,29,2,7,1
YES,0.41,0.28,0.61,37,20,7,7,1
NO,0.45,0.42,0.64,32,21,8,9,0
YES,0.43,0.44,0.72,33,22,3,4,1
NO,0.42,0.33,0.75,29,21,8,7,0
NO,0.52,0.37,0.67,32,17,8,3,0
YES,0.47,0.33,0.9,44,30,10,8,0.5
YES,0.44,0.35,0.93,40,21,9,10,1
NO,0.47,0.27,0.74,33,19,7,15,0
YES,0.54,0.5,0.7,34,32,9,4,0.5
YES,0.47,0.37,0.74,37,24,3,3,1
NO,0.38,0.19,0.71,32,18,8,7,0.5
YES,0.51,0.4,0.94,31,28,9,7,0.5
NO,0.45,0.41,0.83,28,24,11,4,0.5
YES,0.47,0.37,0.62,39,27,9,8,1
YES,0.49,0.4,0.88,43,22,2,6,0.5
YES,0.43,0.42,0.75,38,21,3,3,0.5
YES,0.59,0.52,0.64,40,35,6,4,1
YES,0.55,0.67,0.64,30,21,12,5,0.667
NO,0.41,0.34,0.63,35,23,8,1,0.333
NO,0.46,0.32,0.7,37,21,4,11,0.333
NO,0.51,0.33,0.81,36,26,4,3,0
NO,0.48,0.25,0.61,35,28,8,10,0
YES,0.5,0.34,0.74,27,29,8,8,0.5
YES,0.48,0.52,0.9,33,33,8,3,0.667
YES,0.51,0.32,0.83,45,28,12,6,1
YES,0.54,0.47,0.84,38,24,5,3,1
NO,0.42,0.33,0.81,28,20,11,9,0
NO,0.46,0.37,0.64,34,23,5,2,0
YES,0.41,0.19,0.57,34,21,11,4,1
YES,0.47,0.2,1,37,22,8,7,0.667
NO,0.44,0.23,0.63,33,23,11,9,0
YES,0.57,0.38,0.86,41,36,10,8,1
YES,0.43,0.32,0.95,28,25,8,2,0.667
YES,0.42,0.21,0.92,39,24,9,12,0.5
NO,0.35,0.25,0.78,40,18,6,6,0.333
YES,0.47,0.42,0.71,36,27,5,9,1
NO,0.41,0.22,0.78,42,21,6,3,0.5
YES,0.51,0.38,0.73,33,35,12,4,0.75
NO,0.51,0.36,0.69,39,33,5,6,0
NO,0.4,0.28,0.87,53,22,6,4,0.667
YES,0.43,0.25,0.75,36,22,12,8,1
YES,0.47,0.36,0.7,34,22,4,4,1
YES,0.52,0.37,0.87,34,31,11,3,1
NO,0.38,0.17,0.94,37,18,5,2,0
YES,0.48,0.34,0.8,36,21,4,5,0.25
YES,0.41,0.39,0.71,44,28,6,6,0.5
NO,0.4,0.32,0.95,31,16,3,3,0.5
NO,0.52,0.32,0.71,35,27,4,4,0.25
YES,0.42,0.33,0.64,42,19,7,5,0.4
YES,0.52,0.34,0.75,33,26,9,8,1
YES,0.48,0.45,0.68,47,24,7,5,0.5
YES,0.41,0.3,0.93,42,24,7,10,1
NO,0.4,0.28,0.57,25,16,12,5,0.25
YES,0.58,0.45,0.92,38,37,6,5,0.8
NO,0.39,0.25,0.56,41,19,5,6,0
YES,0.53,0.39,0.59,35,21,4,5,1
YES,0.5,0.34,0.83,33,27,13,3,0.4
NO,0.5,0.4,0.8,29,29,5,7,0.4
YES,0.45,0.39,0.77,31,23,11,11,1
YES,0.57,0.44,0.94,39,30,10,10,0.5
YES,0.48,0.41,0.85,38,23,10,5,1
NO,0.43,0.33,0.75,29,17,6,1,0.167
NO,0.39,0.37,0.88,26,21,11,7,0.2
NO,0.32,0.23,0.72,32,19,10,6,0.333
YES,0.46,0.38,0.61,39,25,8,4,0.5
NO,0.37,0.19,0.8,41,16,4,3,0.8
YES,0.38,0.36,0.83,42,18,4,8,0.5
NO,0.32,0.3,0.83,37,20,9,8,0.4
NO,0.47,0.28,0.91,23,21,9,2,0
YES,0.48,0.19,0.79,37,20,7,5,0.6
YES,0.5,0.33,0.91,51,24,6,7,1
YES,0.56,0.35,0.91,36,30,12,1,0.6
YES,0.46,0.38,0.65,40,21,7,8,0.6
NO,0.42,0.26,0.76,29,22,4,5,0.8
NO,0.48,0.48,0.67,32,28,5,3,0.333
YES,0.51,0.29,0.69,34,22,16,3,0.2
NO,0.42,0.32,0.76,31,24,6,3,0.333
YES,0.54,0.55,0.62,43,35,7,9,0.667
YES,0.41,0.3,0.94,48,33,7,9,0.571
YES,0.49,0.38,0.89,37,21,5,3,0.286
YES,0.46,0.45,0.95,36,27,17,2,0.667
NO,0.49,0.31,0.62,32,25,6,3,0.286
YES,0.43,0.48,0.87,31,26,11,12,0.429
YES,0.45,0.31,0.91,32,28,14,5,0.833
NO,0.41,0.32,0.65,28,19,8,5,0.571
NO,0.41,0.33,0.71,39,20,10,9,0.5
YES,0.49,0.42,0.79,49,28,5,4,1
YES,0.5,0.52,0.77,35,23,13,1,0.143
YES,0.44,0.29,0.78,38,25,8,4,0.714
YES,0.51,0.53,0.72,32,19,16,6,0.333
YES,0.54,0.46,0.83,31,27,7,5,0.5
YES,0.51,0.41,0.86,34,29,13,6,0.875
NO,0.32,0.23,0.57,29,18,7,9,0.167
NO,0.4,0.26,0.73,37,28,10,8,0.286
YES,0.49,0.46,0.71,32,28,16,3,0.667
YES,0.51,0.59,0.75,31,23,12,6,0.375
NO,0.42,0.47,0.72,33,27,7,6,0.25
YES,0.43,0.32,0.73,37,26,5,3,0.375
NO,0.43,0.48,0.88,26,18,6,6,0.25
YES,0.53,0.5,0.7,34,39,10,4,0.889
NO,0.39,0.25,0.78,28,21,10,3,0.143
YES,0.58,0.48,0.67,34,19,10,8,0.5
NO,0.41,0.28,0.95,22,18,11,4,0.125
YES,0.47,0.48,0.75,33,29,7,7,0.556
YES,0.45,0.44,0.85,34,30,5,8,0.75
YES,0.51,0.51,0.84,38,26,4,4,0.75
NO,0.41,0.27,0.91,40,26,7,3,0.444
NO,0.48,0.26,0.68,33,26,6,6,0.25
NO,0.49,0.44,0.6,29,22,5,4,0.333
NO,0.47,0.42,0.89,32,33,2,7,0.222
NO,0.44,0.24,0.58,32,20,7,4,0.25
NO,0.47,0.39,0.56,29,21,3,5,0.5
YES,0.49,0.38,0.77,49,31,3,9,0.9
NO,0.49,0.38,0.62,29,22,6,1,0.222
NO,0.51,0.3,0.78,24,27,6,4,0.125
NO,0.44,0.31,0.56,37,20,3,4,0.125
YES,0.42,0.34,0.76,37,23,10,2,0.7
YES,0.57,0.33,0.92,38,29,3,7,0.5
YES,0.41,0.31,0.86,42,21,11,3,0.6
NO,0.39,0.26,0.96,33,15,13,4,0.2
NO,0.42,0.17,0.73,34,20,10,5,0.667
YES,0.52,0.41,0.78,29,33,11,7,0.333
YES,0.47,0.35,0.79,35,29,8,4,0.75
YES,0.49,0.32,0.63,40,32,8,0,0.889
YES,0.52,0.44,0.85,32,25,7,3,0.222
YES,0.44,0.25,0.88,49,15,7,1,0.7
YES,0.43,0.23,0.77,32,21,12,11,0.222
NO,0.43,0.34,0.88,33,25,3,5,0.667
YES,0.48,0.32,0.72,23,27,11,3,0.4
YES,0.48,0.39,0.91,46,30,6,7,0.889
NO,0.46,0.25,0.79,32,25,6,4,0.4
YES,0.46,0.38,0.71,32,25,5,4,0.9
NO,0.39,0.27,0.9,41,20,7,6,0.273
YES,0.45,0.32,0.87,30,22,11,5,0.4
NO,0.44,0.29,0.67,32,17,8,3,0.636
YES,0.51,0.54,0.96,38,29,4,4,0.909
NO,0.41,0.31,0.64,39,27,8,3,0.444
YES,0.49,0.45,0.91,30,30,5,4,0.6
YES,0.48,0.37,0.71,32,26,15,3,0.556
NO,0.44,0.26,0.66,28,29,10,4,0.4
YES,0.49,0.42,0.56,35,27,9,4,0.545
NO,0.35,0.36,0.85,40,16,4,3,0.2
YES,0.53,0.4,0.62,40,23,7,3,0.727
YES,0.48,0.44,0.96,40,25,4,6,0.3
YES,0.45,0.37,0.71,44,32,5,10,0.455
YES,0.48,0.35,0.69,27,31,12,10,0.455
YES,0.43,0.38,0.84,28,19,7,7,0.6
NO,0.46,0.33,0.78,34,28,10,8,0.364
YES,0.48,0.44,0.79,35,32,6,4,0.455
NO,0.4,0.29,0.76,30,26,5,9,0.273
NO,0.37,0.29,0.85,39,17,3,4,0.091
NO,0.39,0.26,0.71,33,19,9,6,0.583
YES,0.39,0.31,0.72,46,21,8,11,0.5
NO,0.48,0.35,0.72,25,27,10,5,0.545
NO,0.44,0.31,0.84,38,25,10,6,0.182
YES,0.44,0.24,0.71,39,18,10,4,0.636
YES,0.41,0.38,0.93,39,18,4,8,0.75
NO,0.48,0.36,0.77,30,31,5,6,0.833
NO,0.46,0.28,0.74,39,20,3,5,0.75
YES,0.56,0.38,0.8,37,29,4,4,0.5
YES,0.48,0.32,0.76,46,33,3,15,0.615
NO,0.46,0.25,0.75,44,17,6,2,0.25
NO,0.45,0.52,0.59,29,27,6,6,0.455
YES,0.45,0.38,0.79,37,25,7,6,0.583
YES,0.51,0.42,0.84,31,26,8,6,0.417
YES,0.55,0.44,0.81,30,27,9,7,0.846
YES,0.48,0.39,0.67,33,20,7,5,0.308
YES,0.45,0.5,0.74,38,17,3,5,0.636
NO,0.35,0.24,0.8,37,11,7,5,0.538
YES,0.46,0.41,0.81,44,26,6,6,0.583
YES,0.53,0.4,0.75,34,24,8,4,0.923
YES,0.56,0.48,0.65,34,31,9,5,0.333
YES,0.44,0.37,0.73,30,16,9,3,0.636
YES,0.49,0.44,0.83,38,28,7,7,0.5
NO,0.44,0.36,0.77,24,25,5,5,0.417
YES,0.42,0.37,0.62,31,28,12,9,0.538
YES,0.45,0.39,0.8,40,22,4,2,0.769
NO,0.37,0.27,0.79,29,21,5,4,0.5
YES,0.49,0.43,0.72,30,18,6,5,0.417
NO,0.46,0.47,0.7,29,27,8,5,0.692
NO,0.35,0.18,0.73,41,13,4,15,0.286
YES,0.52,0.43,0.84,43,26,8,6,0.357
NO,0.39,0.24,0.91,37,16,11,3,0.286
YES,0.47,0.25,0.88,43,23,11,5,0.615
NO,0.4,0.29,0.86,30,22,9,5,0.857
YES,0.51,0.39,0.73,34,24,8,7,0.308
NO,0.48,0.42,0.82,32,19,5,6,0.385
YES,0.47,0.48,0.95,30,23,12,6,0.615
YES,0.5,0.46,0.58,38,27,12,3,0.571
NO,0.42,0.17,0.78,34,19,7,9,0.583
YES,0.43,0.44,0.95,35,28,8,6,0.8
YES,0.53,0.54,0.83,46,23,5,3,0.154
NO,0.5,0.44,0.75,24,27,11,2,0.643
YES,0.47,0.44,0.86,43,27,12,5,0.571
YES,0.48,0.32,0.69,32,30,17,3,0.357
NO,0.49,0.2,0.59,37,23,9,3,0.8
NO,0.51,0.26,0.81,35,22,5,8,0.714
NO,0.41,0.29,0.71,30,17,10,2,0.4
YES,0.41,0.44,0.79,36,29,14,6,0.4
YES,0.54,0.48,0.83,34,32,11,7,0.643
YES,0.5,0.43,0.86,32,23,7,4,0.467
YES,0.47,0.47,0.88,37,25,11,6,0.571
YES,0.56,0.48,0.88,33,27,9,4,0.214
YES,0.58,0.43,0.67,44,24,12,6,0.429
YES,0.56,0.42,0.76,45,34,12,6,0.667
YES,0.4,0.34,0.81,27,20,8,4,0.5
YES,0.47,0.35,0.8,41,23,2,3,0.643
NO,0.43,0.17,0.79,35,18,5,4,0.333
YES,0.51,0.42,0.65,44,28,8,8,0.733
YES,0.44,0.52,0.87,43,22,10,6,0.6
YES,0.48,0.29,0.72,43,27,5,5,0.533
YES,0.5,0.43,0.73,34,28,11,4,0.438
YES,0.51,0.44,0.62,31,24,11,5,0.643
YES,0.53,0.35,0.83,37,25,9,6,0.6
YES,0.51,0.48,0.62,31,25,7,5,0.588
YES,0.4,0.4,0.71,43,25,11,6,0.625
YES,0.48,0.4,0.91,36,29,6,8,0.563
YES,0.47,0.29,0.65,38,18,6,5,0.467
NO,0.45,0.46,0.76,32,25,4,5,0.412
YES,0.54,0.34,0.83,30,28,5,8,0.5
NO,0.45,0.41,0.67,27,25,14,6,0.2
NO,0.42,0.32,0.93,40,23,10,3,0.467
YES,0.57,0.43,0.83,35,27,9,10,0.533
NO,0.35,0.3,0.71,27,21,13,3,0.235
NO,0.38,0.15,0.55,34,16,11,4,0.563
YES,0.45,0.42,0.71,37,24,3,5,0.533
NO,0.4,0.41,0.74,36,20,3,5,0.375
NO,0.39,0.41,0.81,39,20,8,3,0.412
YES,0.57,0.41,0.85,28,35,5,6,0.529
NO,0.45,0.41,0.48,34,28,4,9,0.313
YES,0.48,0.37,0.73,36,18,5,3,0.5
YES,0.46,0.34,0.95,37,26,5,4,0.571
YES,0.47,0.4,0.86,40,29,8,11,0.688
YES,0.45,0.31,0.59,38,21,8,3,0.75
NO,0.45,0.32,0.89,35,29,6,6,0.176
YES,0.44,0.42,0.65,45,29,7,4,0.529
YES,0.49,0.27,0.74,40,24,8,1,0.632
YES,0.58,0.38,0.86,28,34,10,5,0.588
YES,0.53,0.48,0.65,33,35,13,3,0.647
NO,0.36,0.22,0.65,34,18,5,6,0.353
YES,0.43,0.33,0.82,33,27,11,8,0.353
NO,0.51,0.45,0.77,32,22,8,5,0.222
NO,0.4,0.27,0.79,38,24,5,4,0.5
YES,0.49,0.41,0.78,37,21,10,3,0.471
NO,0.44,0.28,0.85,32,24,8,3,0.389
YES,0.56,0.39,0.92,31,18,8,7,0.563
YES,0.56,0.62,0.86,30,30,7,3,0.529
NO,0.38,0.38,0.93,31,18,3,2,0.125
NO,0.43,0.32,0.87,33,21,4,5,0.471
YES,0.45,0.34,0.88,36,27,7,7,0.65
NO,0.39,0.3,0.72,35,30,10,9,0.5
NO,0.43,0.24,0.67,35,24,7,10,0.632
YES,0.57,0.44,0.88,35,28,8,2,0.278
YES,0.53,0.33,0.82,46,34,8,2,0.765
NO,0.43,0.31,0.71,34,21,7,7,0.444
NO,0.45,0.28,0.78,25,24,10,7,0.167
NO,0.43,0.17,0.69,35,22,9,7,0.158
YES,0.44,0.33,0.67,35,24,6,2,0.667
NO,0.53,0.36,0.77,27,27,5,2,0.619
YES,0.45,0.26,0.72,35,18,11,5,0.563
YES,0.43,0.35,0.89,40,26,6,5,0.667
NO,0.37,0.25,0.95,40,23,8,6,0.263
NO,0.42,0.31,0.85,37,26,2,4,0.4
YES,0.45,0.36,0.74,34,22,9,10,0.3
YES,0.47,0.32,0.88,39,33,10,5,0.632
NO,0.48,0.23,0.67,36,30,6,7,0.722
YES,0.56,0.53,0.75,37,29,11,10,0.65
NO,0.46,0.12,0.56,34,31,9,2,0.579
YES,0.46,0.3,0.61,42,10,11,5,0.611
YES,0.49,0.44,0.84,37,32,5,6,0.8
YES,0.48,0.39,0.62,30,27,12,3,0.5
YES,0.41,0.21,0.87,38,22,7,5,0.45
NO,0.36,0.23,0.65,35,22,9,5,0.632
YES,0.49,0.32,0.76,29,15,11,2,0.222
YES,0.57,0.34,0.52,40,30,12,9,0.368
YES,0.47,0.29,0.86,42,28,5,6,0.667
YES,0.57,0.38,0.76,35,30,7,3,0.737
YES,0.53,0.41,0.73,32,34,5,9,0.2
NO,0.43,0.21,0.8,42,18,2,5,0.6
YES,0.52,0.31,0.8,36,25,4,7,0.81
NO,0.44,0.37,0.58,35,27,5,19,0.632
NO,0.47,0.38,0.65,37,22,9,10,0.579
NO,0.57,0.4,0.75,33,19,2,4,0.381
YES,0.46,0.39,0.64,28,30,9,0,0.588
NO,0.47,0.39,0.74,29,20,10,7,0.5
NO,0.44,0.38,0.93,31,21,8,5,0.476
YES,0.56,0.38,0.75,29,29,7,7,0.4
NO,0.42,0.26,0.71,28,25,10,4,0.429
YES,0.47,0.45,0.7,39,21,9,5,0.5
NO,0.42,0.32,0.93,31,24,4,3,0.211
YES,0.49,0.37,0.91,36,21,8,7,0.682
NO,0.47,0.42,0.82,38,23,6,5,0.238
NO,0.46,0.34,0.67,32,22,20,3,0.35
NO,0.45,0.33,0.67,33,20,8,6,0.2
YES,0.48,0.36,0.93,44,28,7,4,0.667
YES,0.48,0.29,0.71,41,20,5,7,0.611
NO,0.51,0.34,0.86,24,27,9,5,0.6
YES,0.46,0.2,0.76,39,20,15,5,0.524
YES,0.49,0.34,0.75,40,29,6,8,0.714
YES,0.48,0.22,0.8,42,25,5,11,0.65
NO,0.46,0.29,0.65,23,28,10,5,0.45
YES,0.54,0.48,0.69,42,34,7,5,0.652
YES,0.44,0.49,0.69,34,24,8,1,0.619
YES,0.47,0.52,0.75,38,21,6,7,0.7
YES,0.51,0.44,0.67,35,33,12,6,0.5
NO,0.35,0.37,0.71,34,11,12,5,0.364
YES,0.48,0.31,0.79,47,24,10,5,0.5
YES,0.52,0.39,0.92,30,25,5,6,0.826
YES,0.49,0.29,0.57,39,25,8,11,0.571
NO,0.48,0.29,0.85,32,26,4,2,0.476
YES,0.52,0.44,0.93,39,30,12,7,0.667
YES,0.45,0.38,0.75,39,24,5,5,0.632
YES,0.53,0.55,0.81,35,30,4,4,0.545
YES,0.49,0.3,0.66,38,23,8,3,0.591
NO,0.53,0.27,0.76,32,19,7,6,0.591
NO,0.45,0.36,0.85,32,24,4,4,0.455
NO,0.45,0.36,0.83,40,26,7,4,0.348
YES,0.43,0.33,0.62,33,22,10,4,0.381
NO,0.4,0.25,0.71,31,22,5,0,0.182
NO,0.49,0.32,0.62,31,19,8,3,0.5
YES,0.44,0.32,0.76,41,28,11,7,0.667
YES,0.52,0.31,0.67,36,19,8,3,0.391
NO,0.45,0.32,0.81,30,19,6,2,0.478
YES,0.5,0.39,0.7,41,23,8,7,0.5
YES,0.44,0.34,0.65,33,22,8,2,0.65
YES,0.45,0.45,0.67,32,25,10,3,0.5
YES,0.53,0.59,0.67,35,30,5,2,0.333
NO,0.39,0.23,0.88,33,14,6,0,0.182
